timestamp_utc,timestamp_cairo,source,gold_24k_sell,gold_24k_buy,gold_21k_sell,gold_21k_buy,gold_18k_sell,gold_18k_buy,gold_14k_sell,gold_14k_buy,gold_pound_coin,ounce_usd,usd_egp
2026-09-16 23:00:14,2026-09-17 02:00:14,gold-price-today.com,7165,7110,6270,6220,5375,5330,4180,4145,50160,4273.69,52.15
2026-09-17 00:00:14,2026-09-17 03:00:14,gold-price-today.com,7165,7110,6270,6220,5375,5330,4180,4145,50160,4274.42,52.14
2026-09-17 01:00:13,2026-09-17 04:00:13,gold-price-today.com,7165,7110,6270,6220,5375,5330,4180,4145,50160,4286.33,52
2026-09-17 02:00:14,2026-09-17 05:00:14,gold-price-today.com,7165,7110,6270,6220,5375,5330,4180,4145,50160,4306.82,51.75
2026-09-17 03:00:13,2026-09-17 06:00:13,gold-price-today.com,7165,7110,6270,6220,5375,5330,4180,4145,50160,4278.26,52.1
2026-09-17 04:00:12,2026-09-17 07:00:12,gold-price-today.com,7165,7110,6270,6220,5375,5330,4180,4145,50160,4296.09,51.88
2026-09-17 05:00:19,2026-09-17 08:00:19,gold-price-today.com,7165,7110,6270,6220,5375,5330,4180,4145,50160,4294.79,51.9
2026-09-17 06:00:16,2026-09-17 09:00:16,gold-price-today.com,7165,7110,6270,6220,5375,5330,4180,4145,50160,4301.45,51.82
2026-09-17 07:00:13,2026-09-17 10:00:13,gold-price-today.com,7165,7110,6270,6220,5375,5330,4180,4145,50160,4308.3,51.73
2026-09-17 08:00:12,2026-09-17 11:00:12,gold-price-today.com,7245,7175,6340,6280,5435,5385,4225,4185,50720,4327.51,52.08
2026-09-17 09:00:14,2026-09-17 12:00:14,gold-price-today.com,7190,7130,6290,6240,5390,5350,4195,4160,50320,4312.76,51.84
2026-09-17 10:00:15,2026-09-17 13:00:15,gold-price-today.com,7185,7125,6285,6235,5385,5345,4190,4155,50280,4309.6,51.84
2026-09-17 11:00:14,2026-09-17 14:00:14,gold-price-today.com,7210,7155,6310,6260,5410,5365,4205,4175,50480,4322.27,51.89
2026-09-17 12:00:19,2026-09-17 15:00:20,gold-price-today.com,7235,7175,6330,6280,5425,5385,4220,4185,50640,4342.54,51.82
2026-09-17 13:00:14,2026-09-17 16:00:14,gold-price-today.com,7285,7230,6375,6325,5465,5420,4250,4215,51000,4373.31,51.82
2026-09-17 14:00:18,2026-09-17 17:00:18,gold-price-today.com,7280,7225,6370,6320,5460,5415,4245,4215,50960,4367.58,51.84
2026-09-17 15:00:16,2026-09-17 18:00:16,gold-price-today.com,7270,7210,6360,6310,5450,5410,4240,4205,50880,4356.73,51.89
2026-09-17 16:00:15,2026-09-17 19:00:15,gold-price-today.com,7290,7235,6380,6330,5470,5425,4255,4220,51040,4367,51.93
2026-09-17 17:00:12,2026-09-17 20:00:12,gold-price-today.com,7270,7210,6360,6310,5450,5410,4240,4205,50880,4358.82,51.87
2026-09-17 18:00:17,2026-09-17 21:00:17,gold-price-today.com,7275,7215,6365,6315,5455,5415,4245,4210,50920,4359.39,51.9
2026-09-17 19:00:13,2026-09-17 22:00:13,gold-price-today.com,7270,7210,6360,6310,5450,5410,4240,4205,50880,4350.85,51.96
2026-09-17 20:00:14,2026-09-17 23:00:15,gold-price-today.com,7255,7210,6350,6310,5445,5410,4235,4205,50800,4346.13,51.94
2026-09-17 21:00:16,2026-09-18 00:00:16,gold-price-today.com,7255,7210,6350,6310,5445,5410,4235,4205,50800,4341.41,51.99
2026-09-17 22:00:14,2026-09-18 01:00:14,gold-price-today.com,7255,7210,6350,6310,5445,5410,4235,4205,50800,4341.22,52
2026-09-17 23:00:17,2026-09-18 02:00:17,gold-price-today.com,7255,7210,6350,6310,5445,5410,4235,4205,50800,4346.69,51.93
2026-09-18 00:00:16,2026-09-18 03:00:16,gold-price-today.com,7255,7210,6350,6310,5445,5410,4235,4205,50800,4345.37,51.95
2026-09-18 01:00:16,2026-09-18 04:00:16,gold-price-today.com,7255,7210,6350,6310,5445,5410,4235,4205,50800,4354.45,51.84
2026-09-18 02:00:13,2026-09-18 05:00:13,gold-price-today.com,7255,7210,6350,6310,5445,5410,4235,4205,50800,4348.96,51.9
2026-09-18 03:00:17,2026-09-18 06:00:17,gold-price-today.com,7255,7210,6350,6310,5445,5410,4235,4205,50800,4353.32,51.85
2026-09-18 04:00:14,2026-09-18 07:00:14,gold-price-today.com,7255,7210,6350,6310,5445,5410,4235,4205,50800,4359.39,51.78
2026-09-18 05:00:16,2026-09-18 08:00:16,gold-price-today.com,7255,7210,6350,6310,5445,5410,4235,4205,50800,4365.48,51.71
2026-09-18 06:00:14,2026-09-18 09:00:14,gold-price-today.com,7255,7210,6350,6310,5445,5410,4235,4205,50800,4374.84,51.6
2026-09-18 07:00:14,2026-09-18 10:00:14,gold-price-today.com,7255,7210,6350,6310,5445,5410,4235,4205,50800,4395.6,51.35
2026-09-18 08:00:13,2026-09-18 11:00:13,gold-price-today.com,7320,7240,6405,6335,5490,5430,4270,4225,51240,4396.76,51.78
2026-09-18 09:00:13,2026-09-18 12:00:13,gold-price-today.com,7315,7255,6400,6350,5485,5445,4265,4235,51200,4392.13,51.8
2026-09-18 10:00:16,2026-09-18 13:00:16,gold-price-today.com,7295,7240,6385,6335,5475,5430,4255,4225,51080,4377.33,51.85
2026-09-18 11:00:14,2026-09-18 14:00:14,gold-price-today.com,7305,7245,6390,6340,5475,5435,4260,4225,51120,4378.09,51.88
2026-09-18 12:00:14,2026-09-18 15:00:14,gold-price-today.com,7295,7240,6385,6335,5475,5430,4255,4225,51080,4373.5,51.9
2026-09-18 13:00:13,2026-09-18 16:00:13,gold-price-today.com,7290,7235,6380,6330,5470,5425,4255,4220,51040,4367.96,51.92
2026-09-18 14:00:16,2026-09-18 17:00:16,gold-price-today.com,7275,7215,6365,6315,5455,5415,4245,4210,50920,4349.91,52.01
2026-09-18 15:00:14,2026-09-18 18:00:14,gold-price-today.com,7285,7230,6375,6325,5465,5420,4250,4215,51000,4358.44,51.99
2026-09-18 16:00:17,2026-09-18 19:00:17,gold-price-today.com,7275,7215,6365,6315,5455,5415,4245,4210,50920,4356.92,51.93
2026-09-18 17:00:14,2026-09-18 20:00:14,gold-price-today.com,7305,7245,6390,6340,5475,5435,4260,4225,51120,4381.54,51.84
2026-09-18 18:00:16,2026-09-18 21:00:16,gold-price-today.com,7330,7275,6415,6365,5500,5455,4275,4245,51320,4393.87,51.9
2026-09-18 19:00:18,2026-09-18 22:00:18,gold-price-today.com,7315,7255,6400,6350,5485,5445,4265,4235,51200,4382.89,51.91
2026-09-18 20:00:17,2026-09-18 23:00:17,gold-price-today.com,7315,7270,6400,6360,5485,5450,4265,4240,51200,4381.54,51.92
2026-09-18 21:00:19,2026-09-19 00:00:19,gold-price-today.com,7305,7255,6390,6350,5475,5445,4260,4235,51120,4377.71,51.89
2026-09-18 22:00:14,2026-09-19 01:00:14,gold-price-today.com,7305,7255,6390,6350,5475,5445,4260,4235,51120,4380.01,51.86
2026-09-18 23:00:19,2026-09-19 02:00:19,gold-price-today.com,7305,7255,6390,6350,5475,5445,4260,4235,51120,4380.01,51.86
2026-09-19 00:00:13,2026-09-19 03:00:13,gold-price-today.com,7305,7255,6390,6350,5475,5445,4260,4235,51120,4380.01,51.86
